index,10-21-2021,10-20-2021,10-19-2021,10-18-2021,10-17-2021,10-16-2021,10-15-2021,10-14-2021,10-13-2021,10-12-2021,10-11-2021,10-10-2021,10-9-2021,10-8-2021,10-7-2021,10-6-2021,10-5-2021,10-4-2021,10-3-2021,10-2-2021,10-1-2021,9-30-2021,9-29-2021,9-28-2021,9-27-2021,9-26-2021,9-25-2021,9-24-2021,9-23-2021,9-21-2021,9-20-2021,9-19-2021,9-18-2021,9-17-2021,9-16-2021,9-15-2021,9-14-2021,9-13-2021,9-12-2021,9-11-2021,9-10-2021,9-9-2021,9-8-2021,9-7-2021,9-6-2021,9-5-2021,9-4-2021,9-3-2021,9-2-2021,9-1-2021,8-31-2021,8-30-2021,8-29-2021,8-28-2021,8-27-2021,8-26-2021,8-25-2021,8-24-2021,8-23-2021,8-22-2021,8-21-2021,8-20-2021,8-19-2021,8-18-2021,8-17-2021,8-16-2021,8-15-2021,8-14-2021,8-13-2021,8-12-2021,8-11-2021,8-10-2021,8-9-2021,8-8-2021,8-7-2021,8-6-2021,8-5-2021,8-4-2021,8-3-2021,8-2-2021,8-1-2021,7-31-2021,7-30-2021,7-29-2021,7-28-2021,7-27-2021,7-26-2021,7-25-2021,7-24-2021,7-23-2021,7-22-2021,7-21-2021,7-20-2021,7-19-2021,7-18-2021,7-17-2021,7-16-2021,7-15-2021,7-14-2021,7-13-2021,7-12-2021,7-11-2021,7-10-2021,7-9-2021,7-8-2021,7-7-2021,7-6-2021,7-5-2021,7-4-2021,7-3-2021,7-2-2021,7-1-2021,6-30-2021,6-29-2021,6-28-2021,6-27-2021,6-26-2021,6-25-2021,6-24-2021,6-23-2021,6-22-2021,6-21-2021,6-20-2021,6-19-2021,6-18-2021,6-17-2021,6-16-2021,6-15-2021,6-14-2021,6-13-2021,6-12-2021,6-11-2021,6-10-2021,6-9-2021,6-8-2021,6-7-2021,6-6-2021,6-5-2021,6-4-2021,6-3-2021,6-2-2021,6-1-2021,5-19-2021,5-18-2021,5-17-2021,5-16-2021,5-15-2021,5-14-2021,5-13-2021,5-12-2021
Robert J.  VAMC NewSumCases,137.00,"1,821.00",216.00,943.00,8.00,37.00,"1,147.00",95.00,"1,816.00",75.00,988.00,16.00,21.00,"1,375.00",160.00,"1,955.00",26.00,"1,073.00",9.00,39.00,"1,427.00",86.00,"2,337.00",153.00,"1,128.00",8.00,52.00,"1,531.00",82.00,150.00,"1,357.00",27.00,30.00,"1,872.00",116.00,"2,987.00",172.00,"1,602.00",22.00,42.00,"2,525.00",125.00,"4,163.00",93.00,12.00,17.00,41.00,"2,322.00",166.00,"3,231.00",87.00,"1,649.00",21.00,62.00,"1,836.00",161.00,"2,817.00",159.00,"1,234.00",47.00,59.00,"1,284.00",236.00,962.00,143.00,"1,015.00",24.00,72.00,"1,334.00",93.00,"2,207.00",94.00,"1,317.00",35.00,66.00,"1,016.00",127.00,"1,944.00",132.00,765.00,29.00,85.00,882.00,78.00,"1,499.00",167.00,552.00,21.00,85.00,741.00,222.00,454.00,97.00,328.00,17.00,73.00,916.00,112.00,273.00,124.00,272.00,27.00,54.00,418.00,69.00,515.00,18.00,30.00,43.00,13.00,204.00,78.00,335.0,50.0,148.0,16.0,44.0,152.0,54.0,222.0,46.0,89.0,14.0,12.0,96.0,25.0,213.0,66.0,138.0,11.0,10.0,149.0,,,,,,,,,,,,,,,,,,
Robert J.  VAMC ECases,"18,088.15","18,081.44","17,963.36","17,952.79","17,892.10","17,891.55","17,889.85","17,813.62","17,808.80","17,690.14","17,685.47","17,620.07","17,618.98","17,617.56","17,527.30","17,519.73","17,390.68","17,388.93","17,319.28","17,318.68","17,316.50","17,221.95","17,216.49","17,063.05","17,054.34","16,980.12","16,979.59","16,976.73","16,876.31","16,727.21","16,696.93","16,606.97","16,605.17","16,603.16","16,480.92","16,474.72","16,277.32","16,268.99","16,162.26","16,160.80","16,157.99","15,991.53","15,986.34","15,710.29","15,704.67","15,703.86","15,702.71","15,699.96","15,549.01","15,540.13","15,328.44","15,323.17","15,216.28","15,214.89","15,210.71","15,090.44","15,081.75","14,895.96","14,887.35","14,806.05","14,802.89","14,799.59","14,626.22","14,614.92","14,551.19","14,543.55","14,476.58","14,474.93","14,470.03","14,382.38","14,376.62","14,230.29","14,225.10","14,140.06","14,137.71","14,133.29","14,065.85","14,058.93","13,929.34","13,921.33","13,871.00","13,869.03","13,864.03","13,804.46","13,800.07","13,700.25","13,690.65","13,653.43","13,652.01","13,646.71","13,559.13","13,545.50","13,515.21","13,508.79","13,487.59","13,486.46","13,481.61","13,419.37","13,412.11","13,394.15","13,384.59","13,366.48","13,364.69","13,361.07","13,333.52","13,329.08","13,295.06","13,293.90","13,291.87","13,288.98","13,288.11","13,274.14",13268.98,13246.56,13243.28,13233.45,13232.39,13229.48,13219.31,13215.78,13201.12,13198.1,13192.28,13191.35,13190.55,13184.2,13182.64,13168.59,13164.42,13155.36,13154.64,13153.98,,,,,,,,,,,,,,,,,,
Robert J.  VAMC NewECases,6.70,118.08,10.57,60.69,0.55,1.71,76.23,4.82,118.66,4.67,65.40,1.09,1.41,90.26,7.57,129.04,1.75,69.65,0.60,2.18,94.56,5.45,153.44,8.71,74.22,0.53,2.86,100.36,4.44,8.27,89.95,1.80,2.01,122.25,6.19,197.40,8.33,106.72,1.47,2.81,166.46,5.19,276.04,5.63,0.80,1.15,2.76,150.95,8.87,211.70,5.27,106.89,1.40,4.18,120.27,8.69,185.79,8.61,81.29,3.17,3.30,85.20,11.30,63.73,7.64,66.97,1.65,4.81,87.65,5.76,146.33,5.19,85.04,2.35,4.42,67.44,6.92,129.59,8.01,50.33,1.97,5.00,59.56,4.40,99.82,9.60,37.22,1.42,5.30,49.75,13.63,30.29,6.42,21.20,1.13,4.85,62.24,7.26,17.96,8.20,18.11,1.80,3.61,27.56,4.44,34.02,1.16,2.03,2.89,0.87,13.97,5.16,22.42,3.28,9.82,1.07,2.91,10.17,3.53,14.65,3.03,5.82,0.93,0.8,6.35,1.55,14.06,4.16,9.06,0.73,0.66,9.98,,,,,,,,,,,,,,,,,,
Harry S. Truman  VAMC TotalSumCases,"225,079.00","224,735.00","224,219.00","223,956.00","223,783.00","223,703.00","223,553.00","223,180.00","222,888.00","222,379.00","222,136.00","221,949.00","221,871.00","221,681.00","221,293.00","220,903.00","220,258.00","219,921.00","219,576.00","219,493.00","219,165.00","218,719.00","218,253.00","217,660.00","217,220.00","216,884.00","216,794.00","216,477.00","216,026.00","214,938.00","214,389.00","213,986.00","213,848.00","213,469.00","212,948.00","212,279.00","211,503.00","210,889.00","210,318.00","210,094.00","209,666.00","208,958.00","208,243.00","207,429.00","206,647.00","206,513.00","206,313.00","205,967.00","205,112.00","204,433.00","203,614.00","203,080.00","202,346.00","202,144.00","201,753.00","201,112.00","200,369.00","199,585.00","198,933.00","198,289.00","198,025.00","197,593.00","196,840.00","196,000.00","194,972.00","194,240.00","193,542.00","193,290.00","192,696.00","191,740.00","190,765.00","189,632.00","188,694.00","187,937.00","187,697.00","187,237.00","186,281.00","185,183.00","183,893.00","183,035.00","182,314.00","181,996.00","181,461.00","180,412.00","179,335.00","178,360.00","177,376.00","176,572.00","176,311.00","175,740.00","174,894.00","173,761.00","172,859.00","171,838.00","171,059.00","170,847.00","170,103.00","169,233.00","168,250.00","167,468.00","166,594.00","166,056.00","165,910.00","165,633.00","164,824.00","164,131.00","163,549.00","162,716.00","162,602.00","162,400.00","162,366.00","162,009.00",161564.0,161076.0,160583.0,160173.0,160095.0,159997.0,159628.0,159205.0,158938.0,158573.0,158230.0,158138.0,157990.0,157674.0,157367.0,156977.0,156727.0,156503.0,156438.0,156327.0,,,,,,,,,,,,,,,,,,
Harry S. Truman  VAMC NewSumCases,344.00,516.00,263.00,173.00,80.00,150.00,373.00,292.00,509.00,243.00,187.00,78.00,190.00,388.00,390.00,645.00,337.00,345.00,83.00,328.00,446.00,466.00,593.00,440.00,336.00,90.00,317.00,451.00,500.00,549.00,403.00,138.00,379.00,521.00,669.00,776.00,614.00,571.00,224.00,428.00,708.00,715.00,814.00,782.00,134.00,200.00,346.00,855.00,679.00,819.00,534.00,734.00,202.00,391.00,641.00,743.00,784.00,652.00,644.00,264.00,432.00,753.00,840.00,"1,028.00",732.00,698.00,252.00,595.00,956.00,975.00,"1,133.00",938.00,757.00,240.00,460.00,956.00,"1,098.00","1,290.00",858.00,721.00,318.00,535.00,"1,049.00","1,077.00",975.00,984.00,804.00,261.00,571.00,846.00,"1,133.00",902.00,"1,021.00",779.00,212.00,744.00,870.00,983.00,783.00,874.00,538.00,146.00,277.00,809.00,693.00,582.00,833.00,114.00,202.00,34.00,357.00,445.00,488.0,493.0,410.0,78.0,98.0,369.0,423.0,267.0,365.0,343.0,92.0,148.0,316.0,307.0,299.0,250.0,224.0,65.0,111.0,192.0,,,,,,,,,,,,,,,,,,
Harry S. Truman  VAMC ECases,"16,512.20","16,487.10","16,449.88","16,428.57","16,416.12","16,409.08","16,396.67","16,367.71","16,345.50","16,310.65","16,292.32","16,279.31","16,272.24","16,257.31","16,228.66","16,199.09","16,150.18","16,125.57","16,102.29","16,095.53","16,069.11","16,034.00","15,998.58","15,950.54","15,917.67","15,893.77","15,886.16","15,859.29","15,824.39","15,742.65","15,701.65","15,673.90","15,662.13","15,630.91","15,591.22","15,541.66","15,482.15","15,436.68","15,397.69","15,378.57","15,343.99","15,291.76","15,239.56","15,181.18","15,128.73","15,117.37","15,100.73","15,072.11","15,011.03","14,958.74","14,898.87","14,860.38","14,808.19","14,790.72","14,760.32","14,712.90","14,657.53","14,600.33","14,552.72","14,508.62","14,485.57","14,450.34","14,395.18","14,333.64","14,260.13","14,206.66","14,159.02","14,138.28","14,092.42","14,021.60","13,948.67","13,864.50","13,795.29","13,744.23","13,724.74","13,687.98","13,616.28","13,534.83","13,439.70","13,375.42","13,325.88","13,300.01","13,255.99","13,178.17","13,099.70","13,028.88","12,954.41","12,900.19","12,877.73","12,830.88","12,768.12","12,683.17","12,617.58","12,542.99","12,490.58","12,472.44","12,415.08","12,351.97","12,281.71","12,223.84","12,160.12","12,125.56","12,113.51","12,090.70","12,030.45","11,979.24","11,937.92","11,882.63","11,872.49","11,855.35","11,852.85","11,827.18",11795.68,11759.9,11724.62,11697.79,11691.0,11683.05,11655.97,11624.64,11605.27,11579.44,11555.6,11548.09,11536.07,11513.54,11490.97,11462.76,11444.67,11429.52,11424.31,11415.35,,,,,,,,,,,,,,,,,,
Harry S. Truman  VAMC NewECases,25.10,37.22,21.31,12.45,7.04,12.41,28.96,22.21,34.85,18.33,13.01,7.06,14.94,28.65,29.57,48.91,24.61,23.27,6.76,26.42,35.11,35.41,48.04,32.88,23.90,7.61,26.87,34.89,37.93,41.00,27.75,11.77,31.22,39.69,49.56,59.51,45.47,38.99,19.12,34.59,52.23,52.20,58.38,52.45,11.36,16.64,28.62,61.09,52.29,59.87,38.49,52.19,17.47,30.40,47.42,55.37,57.20,47.61,44.09,23.05,35.22,55.16,61.54,73.51,53.47,47.63,20.75,45.92,70.82,72.93,84.17,69.21,51.06,19.48,36.77,71.70,81.46,95.13,64.28,49.54,25.86,44.02,77.82,78.47,70.82,74.48,54.21,22.46,46.85,62.77,84.95,65.59,74.59,52.41,18.14,57.36,63.11,70.26,58.12,63.72,34.56,12.05,22.81,60.24,51.21,41.32,55.28,10.15,17.14,2.50,25.67,31.50,35.78,35.28,26.83,6.79,7.95,27.08,31.33,19.38,25.83,23.84,7.5,12.02,22.53,22.57,21.92,18.1,15.14,5.21,8.96,13.95,,,,,,,,,,,,,,,,,,
John J. Cochran  VAMC TotalSumCases,"306,519.00","306,061.00","305,671.00","305,319.00","304,973.00","304,693.00","304,453.00","303,929.00","303,395.00","302,931.00","302,358.00","302,025.00","301,704.00","301,420.00","300,903.00","300,328.00","299,811.00","299,279.00","298,727.00","298,276.00","297,923.00","297,354.00","296,604.00","295,990.00","295,307.00","294,690.00","294,421.00","293,817.00","293,045.00","291,583.00","290,876.00","290,180.00","289,856.00","289,249.00","288,342.00","287,484.00","286,613.00","285,723.00","284,837.00","284,315.00","283,735.00","282,705.00","281,787.00","280,914.00","279,878.00","279,663.00","279,294.00","278,704.00","277,755.00","276,797.00","275,865.00","275,155.00","274,054.00","273,852.00","273,336.00","272,429.00","271,595.00","270,714.00","269,907.00","269,044.00","268,553.00","268,101.00","267,249.00","266,302.00","265,365.00","264,762.00","264,019.00","263,533.00","262,780.00","262,036.00","260,965.00","260,026.00","259,165.00","258,463.00","258,001.00","257,466.00","256,604.00","255,394.00","254,416.00","253,898.00","253,154.00","252,558.00","251,912.00","251,134.00","250,267.00","249,475.00","248,829.00","248,230.00","247,843.00","247,064.00","246,551.00","245,849.00","245,233.00","244,576.00","244,159.00","243,955.00","243,536.00","242,961.00","242,456.00","242,027.00","241,575.00","241,305.00","241,057.00","240,853.00","240,387.00","240,052.00","239,741.00","239,508.00","239,421.00","239,128.00","239,005.00","238,821.00",238578.0,238386.0,238181.0,237970.0,237897.0,237764.0,237556.0,237404.0,237246.0,237096.0,237004.0,236961.0,236888.0,236752.0,236618.0,236517.0,236421.0,236326.0,236244.0,236090.0,,,,,,,,,,,,,,,,,,
John J. Cochran  VAMC NewSumCases,458.00,390.00,352.00,346.00,280.00,240.00,524.00,534.00,464.00,573.00,333.00,321.00,284.00,517.00,575.00,517.00,532.00,552.00,451.00,353.00,569.00,750.00,614.00,683.00,617.00,269.00,604.00,772.00,731.00,707.00,696.00,324.00,607.00,907.00,858.00,871.00,890.00,886.00,522.00,580.00,"1,030.00",918.00,873.00,"1,036.00",215.00,369.00,590.00,949.00,958.00,932.00,710.00,"1,101.00",202.00,516.00,907.00,834.00,881.00,807.00,863.00,491.00,452.00,852.00,947.00,937.00,603.00,743.00,486.00,624.00,744.00,"1,071.00",939.00,861.00,702.00,462.00,535.00,862.00,"1,210.00",978.00,518.00,744.00,596.00,646.00,778.00,793.00,792.00,646.00,599.00,387.00,779.00,513.00,702.00,616.00,657.00,417.00,204.00,419.00,575.00,505.00,429.00,452.00,270.00,248.00,204.00,466.00,335.00,311.00,233.00,87.00,293.00,123.00,184.00,243.00,192.0,205.0,211.0,73.0,133.0,208.0,152.0,158.0,150.0,92.0,43.0,73.0,136.0,134.0,101.0,96.0,95.0,82.0,154.0,113.0,,,,,,,,,,,,,,,,,,
John J. Cochran  VAMC ECases,"18,825.31","18,797.66","18,773.53","18,752.09","18,729.43","18,712.55","18,698.38","18,665.89","18,633.45","18,604.65","18,567.37","18,547.82","18,528.45","18,511.41","18,478.98","18,442.65","18,410.68","18,378.19","18,342.09","18,315.10","18,294.09","18,258.57","18,212.93","18,174.33","18,132.56","18,091.89","18,075.69","18,039.02","17,991.14","17,900.26","17,856.66","17,811.54","17,792.01","17,755.28","17,699.14","17,645.16","17,590.47","17,534.83","17,477.79","17,445.94","17,410.59","17,346.08","17,288.42","17,233.90","17,166.56","17,153.29","17,131.52","17,096.08","17,036.59","16,976.64","16,918.44","16,874.50","16,804.39","16,791.78","16,761.06","16,704.37","16,652.55","16,597.51","16,548.12","16,492.45","16,462.94","16,435.72","16,382.14","16,322.57","16,264.79","16,227.25","16,177.90","16,148.64","16,104.18","16,057.64","15,991.98","15,934.01","15,880.82","15,834.35","15,806.95","15,775.16","15,721.82","15,647.99","15,588.66","15,556.50","15,507.75","15,472.40","15,434.29","15,385.75","15,333.25","15,284.45","15,245.10","15,206.32","15,183.32","15,138.87","15,107.45","15,064.08","15,026.79","14,987.29","14,960.20","14,948.20","14,923.58","14,889.15","14,858.59","14,832.22","14,804.99","14,786.94","14,772.18","14,760.05","14,731.73","14,711.09","14,692.13","14,677.41","14,672.26","14,655.22","14,648.03","14,636.83",14622.02,14610.36,14597.99,14584.64,14580.31,14572.52,14559.81,14550.77,14541.06,14532.17,14526.37,14523.93,14519.63,14511.46,14503.64,14497.52,14491.75,14486.03,14480.9,14471.62,,,,,,,,,,,,,,,,,,
John J. Cochran  VAMC NewECases,27.65,24.13,21.44,22.66,16.88,14.16,32.49,32.44,28.80,37.28,19.55,19.38,17.03,32.43,36.34,31.96,32.50,36.10,26.99,21.01,35.52,45.65,38.60,41.77,40.67,16.21,36.67,47.88,45.41,43.60,45.12,19.52,36.74,56.14,53.98,54.69,55.64,57.04,31.85,35.34,64.51,57.66,54.52,67.34,13.28,21.77,35.43,59.49,59.95,58.20,43.94,70.11,12.61,30.73,56.69,51.82,55.03,49.39,55.67,29.52,27.21,53.59,59.57,57.77,37.54,49.35,29.26,36.65,46.53,65.67,57.97,53.18,46.47,27.41,31.79,53.34,73.83,59.32,32.16,48.76,35.35,38.11,48.54,48.22,48.80,39.35,38.78,23.00,44.45,31.42,43.37,37.29,39.49,27.10,12.00,24.62,34.43,30.56,26.37,27.23,18.05,14.76,12.12,28.32,20.65,18.96,14.72,5.14,17.04,7.19,11.20,14.80,11.66,12.38,13.35,4.33,7.79,12.72,9.04,9.71,8.89,5.8,2.44,4.3,8.17,7.83,6.11,5.78,5.72,5.14,9.28,6.78,,,,,,,,,,,,,,,,,,
John J. Pershing  VAMC TotalSumCases,"143,530.00","143,332.00","143,094.00","142,930.00","142,844.00","142,744.00","142,548.00","142,424.00","142,168.00","141,933.00","141,754.00","141,640.00","141,521.00","141,268.00","140,966.00","140,675.00","140,260.00","140,023.00","139,906.00","139,725.00","139,474.00","139,071.00","138,651.00","138,215.00","137,943.00","137,772.00","137,566.00","137,191.00","136,786.00","135,782.00","135,395.00","135,136.00","134,930.00","134,490.00","133,927.00","133,354.00","132,745.00","132,264.00","132,036.00","131,707.00","131,008.00","130,383.00","129,798.00","129,269.00","129,059.00","128,798.00","128,524.00","127,789.00","127,180.00","126,534.00","125,932.00","125,607.00","125,220.00","125,009.00","124,509.00","123,789.00","123,280.00","122,742.00","122,227.00","121,984.00","121,705.00","121,271.00","120,434.00","119,836.00","119,316.00","118,869.00","118,654.00","118,386.00","117,844.00","117,180.00","116,613.00","115,953.00","115,562.00","115,364.00","115,137.00","114,638.00","113,731.00","113,094.00","112,336.00","111,856.00","111,631.00","111,297.00","110,957.00","109,898.00","109,272.00","108,752.00","108,380.00","108,202.00","107,936.00","107,422.00","106,418.00","105,795.00","105,209.00","104,836.00","104,517.00","104,330.00","104,071.00","103,126.00","102,675.00","102,233.00","101,823.00","101,648.00","101,498.00","101,268.00","100,581.00","100,247.00","99,999.00","99,923.00","99,702.00","99,304.00","99,282.00","99,100.00",98882.0,98646.0,98514.0,98385.0,98297.0,98206.0,97896.0,97676.0,97541.0,97378.0,97323.0,97269.0,97004.0,96836.0,96731.0,96598.0,96528.0,96475.0,96419.0,96335.0,,,,,,,,,,,,,,,,,,
John J. Pershing  VAMC NewSumCases,198.00,238.00,164.00,86.00,100.00,196.00,266.00,405.00,235.00,179.00,114.00,119.00,253.00,302.00,291.00,415.00,237.00,117.00,181.00,251.00,403.00,420.00,436.00,272.00,171.00,206.00,375.00,405.00,485.00,387.00,211.00,206.00,440.00,563.00,573.00,609.00,481.00,228.00,329.00,699.00,625.00,585.00,529.00,210.00,261.00,274.00,735.00,609.00,646.00,602.00,325.00,387.00,211.00,500.00,720.00,509.00,538.00,515.00,243.00,279.00,434.00,837.00,598.00,520.00,447.00,215.00,268.00,542.00,664.00,567.00,660.00,391.00,198.00,227.00,499.00,907.00,637.00,758.00,480.00,225.00,334.00,340.00,"1,059.00",626.00,520.00,372.00,178.00,266.00,514.00,"1,004.00",623.00,586.00,373.00,319.00,187.00,259.00,945.00,451.00,442.00,410.00,175.00,150.00,230.00,687.00,334.00,248.00,76.00,221.00,144.00,22.00,182.00,218.00,236.0,132.0,129.0,88.0,91.0,310.0,220.0,135.0,163.0,55.0,54.0,265.0,168.0,105.0,133.0,70.0,53.0,56.0,84.0,222.0,,,,,,,,,,,,,,,,,,
John J. Pershing  VAMC ECases,"10,922.33","10,907.40","10,889.38","10,877.10","10,870.35","10,863.00","10,848.37","10,838.10","10,818.67","10,800.88","10,787.60","10,779.00","10,770.26","10,751.61","10,728.64","10,706.76","10,675.50","10,657.41","10,648.76","10,635.24","10,616.38","10,585.87","10,554.43","10,520.81","10,500.15","10,487.28","10,471.87","10,443.15","10,412.34","10,337.11","10,307.77","10,288.17","10,272.60","10,239.07","10,195.89","10,152.00","10,106.15","10,069.31","10,052.18","10,027.28","9,974.84","9,927.29","9,882.74","9,842.44","9,826.29","9,806.78","9,786.16","9,731.53","9,684.75","9,635.22","9,589.19","9,565.05","9,534.88","9,518.74","9,480.38","9,426.41","9,387.45","9,345.55","9,305.52","9,286.72","9,265.28","9,230.90","9,168.87","9,122.64","9,082.14","9,046.99","9,029.93","9,008.40","8,966.00","8,915.77","8,870.74","8,819.64","8,788.94","8,773.80","8,755.82","8,715.27","8,647.57","8,597.47","8,538.03","8,500.16","8,482.14","8,455.77","8,429.27","8,349.39","8,298.90","8,257.87","8,228.45","8,214.62","8,193.31","8,151.55","8,076.14","8,025.67","7,979.24","7,949.63","7,923.54","7,908.89","7,888.82","7,818.60","7,782.93","7,747.19","7,714.54","7,699.89","7,688.07","7,670.04","7,618.35","7,590.39","7,571.06","7,565.01","7,546.97","7,518.35","7,516.64","7,501.59",7484.11,7465.06,7455.0,7444.58,7437.66,7430.53,7407.59,7390.27,7379.33,7365.71,7361.48,7357.4,7338.37,7325.43,7317.25,7306.79,7301.31,7297.26,7292.85,7286.48,,,,,,,,,,,,,,,,,,
John J. Pershing  VAMC NewECases,14.93,18.01,12.28,6.75,7.35,14.63,20.05,29.69,17.79,13.28,8.60,8.74,18.65,22.97,21.87,31.27,18.09,8.65,13.52,18.86,30.51,31.43,33.62,20.66,12.87,15.41,28.72,30.81,36.28,29.35,16.02,15.57,33.53,43.17,43.89,45.85,36.84,17.14,24.90,52.44,47.54,44.55,40.30,16.15,19.51,20.63,54.62,46.79,49.52,46.03,24.14,30.17,16.14,38.37,53.97,38.96,41.89,40.03,18.80,21.44,34.38,62.03,46.23,40.50,35.15,17.06,21.53,42.40,50.24,45.03,51.10,30.70,15.14,17.98,40.55,67.70,50.10,59.44,37.87,18.03,26.36,26.50,79.88,50.49,41.03,29.41,13.83,21.31,41.76,75.42,50.46,46.43,29.62,26.09,14.66,20.06,70.22,35.67,35.74,32.65,14.65,11.82,18.03,51.69,27.96,19.33,6.05,18.04,11.12,1.71,15.06,17.48,19.05,10.06,10.42,6.92,7.13,22.94,17.32,10.94,13.62,4.23,4.08,19.03,12.93,8.18,10.46,5.48,4.05,4.41,6.38,16.75,,,,,,,,,,,,,,,,,,
Kansas City  VAMC TotalSumCases,"263,158.00","262,919.00","262,343.00","262,214.00","261,732.00","261,640.00","261,478.00","260,785.00","260,529.00","259,902.00","259,724.00","259,128.00","259,024.00","258,851.00","258,070.00","257,794.00","257,032.00","256,845.00","256,170.00","256,015.00","255,743.00","254,731.00","254,369.00","253,432.00","253,207.00","252,429.00","252,269.00","251,954.00","251,020.00","249,771.00","249,486.00","248,542.00","248,323.00","248,024.00","246,694.00","246,349.00","245,040.00","244,758.00","243,653.00","243,407.00","243,023.00","241,480.00","241,102.00","239,261.00","237,942.00","238,700.00","237,776.00","237,590.00","236,417.00","236,063.00","234,654.00","234,278.00","232,919.00","232,620.00","232,256.00","231,007.00","230,374.00","228,969.00","228,647.00","227,289.00","226,976.00","226,633.00","224,683.00","223,772.00","223,109.00","222,801.00","221,434.00","221,130.00","220,713.00","219,071.00","218,240.00","216,712.00","216,324.00","215,025.00","214,738.00","214,308.00","213,013.00","212,146.00","210,369.00","209,843.00","208,800.00","208,538.00","208,059.00","206,598.00","205,976.00","204,814.00","204,507.00","203,686.00","203,472.00","203,073.00","201,668.00","200,941.00","200,551.00","200,264.00","199,666.00","199,477.00","199,246.00","198,207.00","197,562.00","197,258.00","196,793.00","196,514.00","196,398.00","196,225.00","195,507.00","195,348.00","194,696.00","194,472.00","194,362.00","194,253.00","194,233.00","193,937.00",193635.0,193358.0,193260.0,193027.0,192962.0,192883.0,192695.0,192465.0,192240.0,192143.0,191980.0,191932.0,191832.0,191663.0,191517.0,191322.0,191277.0,191137.0,191102.0,191063.0,,,,,,,,,,,,,,,,,,
Kansas City  VAMC NewSumCases,239.00,576.00,129.00,482.00,92.00,162.00,693.00,256.00,627.00,178.00,596.00,104.00,173.00,781.00,276.00,762.00,187.00,675.00,155.00,272.00,"1,012.00",362.00,937.00,225.00,778.00,160.00,315.00,934.00,377.00,285.00,944.00,219.00,299.00,"1,330.00",345.00,"1,309.00",282.00,"1,105.00",246.00,384.00,"1,543.00",378.00,"1,841.00",403.00,-758.00,198.00,186.00,"1,173.00",354.00,"1,409.00",376.00,"1,359.00",299.00,364.00,"1,249.00",633.00,"1,405.00",322.00,"1,358.00",313.00,343.00,"1,273.00",911.00,663.00,308.00,"1,367.00",304.00,417.00,"1,642.00",831.00,"1,528.00",388.00,"1,299.00",287.00,430.00,"1,295.00",867.00,"1,777.00",526.00,"1,043.00",262.00,479.00,"1,461.00",622.00,"1,162.00",307.00,911.00,214.00,399.00,957.00,727.00,390.00,287.00,598.00,189.00,231.00,"1,039.00",645.00,304.00,465.00,279.00,116.00,173.00,718.00,159.00,652.00,224.00,110.00,109.00,20.00,296.00,302.00,277.0,98.0,233.0,65.0,79.0,188.0,230.0,225.0,97.0,163.0,48.0,100.0,169.0,146.0,195.0,45.0,140.0,35.0,39.0,177.0,,,,,,,,,,,,,,,,,,
Kansas City  VAMC ECases,"15,995.95","15,979.61","15,946.07","15,937.46","15,909.01","15,902.84","15,892.10","15,851.38","15,834.23","15,796.23","15,784.28","15,748.95","15,741.99","15,730.62","15,684.29","15,665.59","15,621.93","15,609.29","15,568.21","15,557.99","15,539.84","15,478.92","15,454.32","15,398.53","15,383.47","15,337.90","15,327.35","15,306.20","15,249.67","15,171.82","15,153.03","15,096.09","15,081.50","15,061.68","14,982.58","14,959.84","14,882.49","14,863.68","14,794.85","14,778.64","14,753.04","14,660.52","14,635.09","14,522.57","14,442.23","14,488.07","14,430.53","14,417.26","14,347.42","14,322.32","14,239.47","14,215.33","14,133.75","14,115.82","14,091.64","14,016.38","13,975.16","13,891.77","13,870.22","13,789.12","13,769.43","13,746.68","13,627.89","13,569.09","13,529.35","13,508.76","13,428.06","13,408.25","13,380.65","13,283.05","13,227.96","13,134.19","13,107.95","13,030.28","13,011.56","12,983.15","12,904.61","12,847.49","12,739.73","12,705.53","12,641.34","12,624.12","12,592.96","12,501.66","12,459.53","12,387.93","12,367.33","12,316.89","12,302.97","12,276.48","12,191.83","12,144.35","12,119.83","12,101.39","12,064.29","12,051.84","12,036.55","11,973.36","11,930.01","11,910.88","11,879.33","11,863.42","11,855.81","11,844.28","11,798.66","11,788.15","11,748.55","11,734.93","11,727.68","11,720.55","11,719.25","11,700.23",11679.74,11663.23,11657.01,11642.54,11638.26,11632.99,11621.29,11605.69,11592.19,11585.92,11576.22,11572.96,11566.24,11555.87,11545.87,11534.21,11531.38,11522.85,11520.48,11517.84,,,,,,,,,,,,,,,,,,
